order_item_id,order_id,book_id,quantity,subtotal
174,2650,601,2,66.22
175,9433,384,4,148.38
176,7539,926,3,118.94
177,8594,712,2,109.99
178,8170,188,2,104.96
179,3979,499,1,20.32
180,2263,783,1,31.17
181,3662,930,1,72.03
182,7321,274,2,15.48
183,7566,693,1,70.7
184,6894,865,3,143.92
185,757,674,3,8.77
186,6859,259,5,6.64
187,5893,301,2,57.68
188,385,34,3,57.7
189,3170,586,2,71.3
190,6465,924,5,20.98
191,4119,172,4,94.7
192,7242,290,5,134.99
193,869,427,4,77.6
194,4665,661,3,31.21
195,7972,766,2,90.6
196,4849,545,2,21.45
197,2990,142,5,26.68
198,4300,265,1,65.42
199,730,13,1,137.09
200,6166,58,2,87.77
201,5541,380,4,143.09
202,4704,64,5,60.54
203,6805,452,1,76.94
204,831,948,3,116.25
205,7360,761,2,11.91
206,1588,94,5,113.59
207,5329,716,3,135.64
208,2351,795,3,99.32
209,5991,382,3,137.1
210,4664,766,1,8.75
211,3258,248,1,57.62
212,8191,6,3,61.74
213,8193,215,1,63.96
214,4598,191,2,29.14
215,5288,814,4,37.71
216,9894,813,2,34.56
217,5975,444,1,121.09
218,9787,936,1,32.13
219,360,613,4,24.55
220,204,239,2,9.62
221,362,260,4,11.37
222,9917,639,5,90.15
223,7379,157,2,33.98
224,9716,980,3,127.72
225,6914,884,2,21.64
226,6354,144,4,15.09
227,7610,956,3,32.39
228,3028,287,2,31.95
229,1768,993,2,75.53
230,4478,908,2,26.86
231,7519,88,4,19.69
232,9677,378,3,111.09
233,5621,603,1,41.17
234,8984,249,4,113.94
235,9806,484,4,122.38
236,9066,503,2,105.88
237,8699,473,1,94.47
238,3513,156,3,43.19
239,3267,808,4,69.11
240,3517,181,4,10.85
241,2932,948,3,55.82
242,1170,461,1,55.55
243,9388,82,3,138.75
244,6639,556,1,85.1
245,7434,487,2,43.27
246,91,396,2,17.11
247,152,195,5,31.68
248,6772,921,2,42.92
249,7110,609,3,149.01
250,5996,484,3,105.18
251,8735,728,1,132.11
252,7644,75,1,99.32
253,5279,256,5,117.56
254,7253,53,5,137.59
255,8942,592,2,88.78
256,9416,50,4,23.66
257,5193,622,2,86.22
258,6429,446,1,10.67
259,3753,452,2,44.66
260,3650,153,5,106.03
261,2495,505,1,108.43
262,2904,267,2,77.79
263,8440,209,1,109.16
264,4487,586,2,140.59
265,4687,78,3,17.6
266,2907,287,2,120.35
267,1226,746,3,127.0
268,852,76,3,74.67
269,3038,987,4,82.98
270,5626,202,2,79.4
271,8878,364,5,20.44
272,3013,404,4,9.26
273,7177,82,4,9.13
274,6040,819,4,101.98
275,415,864,3,107.07
276,5649,472,3,141.48
277,8701,441,5,148.68
278,4274,557,1,148.74
279,142,1000,5,63.03
280,3995,376,3,146.23
281,8540,111,2,99.49
282,6318,728,5,104.42
283,8388,614,5,63.9
284,906,617,2,104.08
285,8044,437,4,112.61
286,9864,785,1,23.5
287,5702,255,1,34.27
288,6913,739,1,104.81
289,1708,49,4,50.18
290,1686,845,4,59.53
291,8413,552,2,92.27
292,1852,384,5,28.1
293,1708,358,3,123.41
294,4916,94,1,136.14
295,3640,324,5,63.4
296,1571,275,2,25.18
297,3488,163,3,103.36
298,2137,782,3,136.87
299,9630,523,1,82.53
300,8905,806,2,74.78
301,4754,187,3,66.7
302,8620,98,2,63.6
303,790,115,5,71.13
304,2960,573,2,122.4
305,4451,496,5,39.84
306,1955,26,1,22.12
307,6576,17,5,140.47
308,1124,211,1,89.04
309,520,768,3,98.66
310,2531,174,1,65.3
311,1951,407,5,63.37
312,8665,251,5,92.82
313,7709,782,4,121.53
314,9474,621,1,125.69
315,7465,579,4,57.41
316,5926,383,1,132.29
317,8242,152,1,147.93
318,7563,209,5,16.75
319,8067,672,2,96.94
320,2880,791,5,25.23
321,6936,377,2,26.82
322,5844,783,4,50.64
323,9988,281,3,76.73
324,2860,259,2,19.42
325,5130,337,2,12.24
326,907,929,1,143.91
327,6607,29,2,16.69
328,585,986,1,23.11
329,5446,437,2,53.08
330,5667,309,5,113.41
331,6613,241,1,53.79
332,7925,436,2,82.13
333,2107,302,1,114.93
334,9174,659,5,83.71
335,5551,379,3,75.46
336,9689,267,2,7.21
337,2242,434,1,86.22
338,6990,61,3,61.58
339,1134,538,5,46.79
340,2827,151,1,26.35
341,446,218,5,86.85
342,2289,484,2,63.34
343,6037,636,1,56.63
344,6015,535,2,140.12
345,9054,142,4,15.32
346,1199,719,2,141.59
347,3151,95,3,41.56
348,8557,190,4,116.09
349,5508,800,3,125.26
350,9584,978,5,34.78
351,2362,683,3,115.84
352,7996,583,1,122.48
353,1103,722,1,43.81
354,6032,599,4,68.03
355,1709,612,4,132.48
356,742,523,5,66.24
357,8983,620,2,100.64
358,392,928,4,142.14
359,2035,937,2,117.84
360,3103,101,1,60.57
361,714,844,5,58.48
362,1923,603,1,9.3
363,4599,168,5,7.7
364,8185,234,4,10.22
365,6435,543,2,137.38
366,1949,691,4,36.68
367,1594,727,1,84.07
368,9633,703,1,40.16
369,5423,88,1,31.78
370,4204,468,1,96.33
371,8085,466,1,28.59
372,3667,60,4,27.22
373,3108,32,1,46.61
374,6878,877,3,70.25
375,704,922,1,149.38
376,5974,473,4,133.8
377,9529,788,4,96.16
378,6541,283,2,147.55
379,7311,486,5,49.27
380,4956,232,5,8.49
381,4184,852,2,56.49
382,6475,977,4,78.53
383,2624,771,3,144.09
384,2464,625,1,72.29
385,2827,872,4,8.67
386,6643,445,4,47.83
387,9189,102,5,142.53
388,5004,694,1,35.07
389,2987,72,5,84.61
390,5705,614,5,63.04
391,3511,763,5,42.51
392,4968,433,4,12.17
393,7803,980,5,89.79
394,210,750,5,67.63
395,3496,563,2,115.91
396,2840,856,4,21.69
397,4783,255,2,81.09
398,9022,47,4,73.32
399,8494,532,5,147.55
400,1273,600,5,84.0
401,2113,87,3,68.45
402,5754,82,4,17.28
403,2732,415,3,110.52
404,4497,923,3,31.92
405,6925,925,4,81.29
406,8301,647,1,87.53
407,1160,803,4,21.21
408,3229,512,2,128.87
409,1997,223,2,128.69
410,2618,195,2,75.01
411,8621,513,5,139.36
412,2155,53,1,10.13
413,9469,365,3,75.42
414,8996,807,3,122.83
415,2610,647,3,101.21
416,6470,133,2,146.33
417,5917,155,1,30.77
418,2106,9,2,134.03
419,8577,504,5,71.18
420,5945,673,2,102.4
421,8559,413,5,82.94
422,8061,672,5,20.53
423,6877,610,4,81.2
424,7650,629,1,120.5
425,7236,478,2,123.71
426,9293,26,3,16.71
427,8344,524,2,111.11
428,8400,617,5,62.98
429,2828,872,3,89.97
430,6444,105,4,113.33
431,7510,199,2,71.67
432,2381,631,2,80.14
433,8144,345,2,90.05
434,6455,440,4,8.68
435,327,502,1,129.99
436,1932,926,2,131.53
437,8521,325,3,20.52
438,9648,804,3,108.09
439,980,170,5,148.32
440,6384,58,4,121.49
441,5714,79,4,72.18
442,958,131,5,6.68
443,222,816,4,135.52
444,3349,103,2,139.36
445,2939,408,3,113.24
446,4602,801,2,127.83
447,8637,802,5,80.02
448,839,470,5,125.49
449,32,42,3,100.57
450,145,691,2,75.68
451,6157,950,3,110.92
452,4364,700,1,20.15
453,615,201,4,88.85
454,2430,872,5,43.99
455,3090,322,4,33.93
456,2598,820,4,87.5
457,6093,455,3,108.14
458,3248,460,2,28.59
459,7136,299,2,19.71
460,4752,747,1,121.84
461,4955,343,2,145.28
462,4344,952,2,102.89
463,7772,274,2,27.0
464,1314,180,5,29.81
465,891,973,4,51.83
466,7407,894,2,5.45
467,1305,496,1,62.25
468,7795,74,3,95.01
469,2689,775,2,41.09
470,2817,459,1,149.03
471,7546,884,1,53.74
472,6967,618,2,46.85
473,6709,854,1,35.19
474,7585,322,5,90.76
475,4621,406,1,15.42
476,7603,937,3,50.42
477,9626,605,1,35.56
478,246,246,5,137.79
479,2225,170,2,60.28
480,6383,781,5,102.75
481,149,18,5,140.03
482,5316,66,4,29.57
483,7494,180,2,22.2
484,2906,290,3,61.12
485,6148,35,4,56.82
486,7961,696,2,37.81
487,8705,699,3,84.15
488,3311,222,1,67.99
489,2489,506,2,52.27
490,6774,372,2,82.09
491,8841,66,2,22.23
492,9538,517,3,58.3
493,5244,221,4,140.06
494,4535,40,4,28.16
495,9031,330,1,24.08
496,961,950,4,134.25
497,6127,94,3,146.98
498,7569,35,3,104.46
499,9265,203,5,20.65
500,9719,504,4,104.95
501,618,776,1,70.85
502,6572,86,5,145.02
503,994,609,3,35.4
504,7149,599,5,92.39
505,8738,287,3,14.65
506,1388,202,1,13.88
507,425,220,2,56.29
508,6552,554,1,139.88
509,5763,156,5,11.21
510,7532,945,4,55.89
511,7071,856,1,73.04
512,8400,165,1,63.26
513,5841,968,1,109.79
514,91,495,5,113.38
515,1651,719,5,139.58
516,2605,588,1,57.33
517,6359,110,5,18.29
518,3181,614,1,140.72
519,9993,171,1,137.75
520,8006,246,2,71.63
521,6874,261,5,92.96
522,6831,968,3,9.75
523,8544,48,5,141.89
524,886,464,2,19.68
525,7912,687,5,58.0
526,2267,752,2,69.4
527,335,841,1,21.75
528,2891,958,3,149.83
529,635,873,4,53.17
530,6885,209,5,32.96
531,6049,666,3,71.76
532,2093,205,5,20.66
533,5895,9,5,12.44
534,1761,844,2,55.76
535,1054,364,4,137.06
536,2930,827,3,131.27
537,4880,328,2,89.59
538,9893,22,5,59.52
539,3492,202,3,39.0
540,7079,305,1,59.17
541,5145,791,3,102.47
542,6094,974,5,68.32
543,4393,701,2,51.15
544,6525,177,3,18.79
545,6734,131,3,120.77
546,5680,523,2,29.26
547,5056,387,3,134.62
548,9227,159,4,149.7
549,1431,113,1,125.6
550,9742,511,4,90.21
551,7087,588,2,94.59
552,5259,355,3,72.94
553,504,356,5,66.45
554,7675,30,1,32.18
555,2813,320,1,32.51
556,8774,504,4,112.65
557,1544,478,2,72.94
558,1991,319,1,140.78
559,1379,319,3,140.12
560,7303,328,2,37.41
561,6854,686,3,124.94
562,966,167,4,98.03
563,9131,174,1,49.65
564,6171,266,1,42.42
565,5355,172,4,63.55
566,7813,429,5,106.03
567,6842,594,5,34.9
568,7515,681,1,120.16
569,4239,494,2,32.62
570,8500,609,4,145.44
571,4760,186,3,44.32
572,5419,622,4,80.27
573,9579,397,3,55.02
574,8779,525,1,113.23
575,7180,389,4,69.82
576,8045,455,3,127.38
577,6771,971,3,121.99
578,3411,659,4,97.88
579,414,402,2,94.85
580,8910,670,5,139.82
581,4249,601,1,20.35
582,2962,415,2,43.42
583,9144,614,1,90.17
584,9205,710,4,27.92
585,1635,575,2,149.05
586,759,661,1,51.42
587,541,753,5,53.84
588,4372,743,3,76.29
589,3259,5,3,109.8
590,7259,954,2,144.91
591,7165,307,1,113.99
592,4103,249,3,111.55
593,6148,84,1,87.16
594,2535,948,1,56.53
595,2058,233,2,53.92
596,6695,698,4,69.63
597,6081,27,2,132.64
598,675,153,3,51.26
599,7237,40,1,75.9
600,7105,721,3,42.26
601,4124,631,4,43.77
602,7745,663,3,53.23
603,4751,12,5,65.1
604,9524,424,1,14.78
605,7877,352,4,79.99
606,3521,428,4,24.57
607,3195,136,2,146.05
608,5402,116,4,79.04
609,2820,458,1,14.2
610,7313,515,2,122.84
611,8158,62,1,80.63
612,4160,163,5,52.9
613,1039,862,5,130.13
614,5728,449,1,83.41
615,5623,822,1,42.16
616,4859,366,4,113.6
617,7609,618,1,96.0
618,3343,858,3,127.96
619,1941,652,3,47.82
620,7223,405,3,135.87
621,3053,124,3,96.1
622,949,336,3,69.15
623,4854,367,5,145.92
624,6738,749,5,17.42
625,1123,896,3,45.67
626,3442,654,5,116.19
627,9593,159,2,86.47
628,1373,776,5,35.19
629,6144,695,2,87.87
630,1623,158,4,103.81
631,5537,39,5,16.12
632,9687,957,3,48.65
633,7751,799,4,119.55
634,1902,987,5,42.05
635,691,906,2,99.08
636,2853,700,3,88.05
637,3958,4,5,24.82
638,8271,575,3,108.27
639,9084,15,4,107.19
640,4335,10,2,29.97
641,4721,880,2,23.44
642,8372,44,5,88.02
643,8279,904,1,116.49
644,7533,967,4,124.71
645,7372,366,3,24.56
646,5346,177,1,137.7
647,6500,732,5,139.31
648,3953,194,2,26.5
649,6548,296,1,42.32
650,2288,87,2,97.95
651,7299,395,3,82.93
652,6271,858,4,99.54
653,6013,216,3,85.13
654,3906,144,4,12.7
655,5233,833,1,15.41
656,6006,775,4,63.87
657,8212,496,2,31.7
658,5138,609,5,49.2
659,7993,457,2,111.2
660,3396,392,4,53.11
661,2656,129,1,90.39
662,3703,429,1,50.54
663,6001,54,5,81.57
664,2344,245,5,57.9
665,7766,876,1,110.19
666,8998,90,3,137.54
667,5750,304,1,128.8
668,4601,165,1,95.77
669,1312,272,4,97.52
670,3122,910,4,130.05
671,7759,549,2,135.32
672,4879,783,4,45.73
673,7370,420,2,28.19
674,8724,356,3,40.19
675,1459,137,3,96.33
676,554,188,5,53.46
677,9675,566,5,146.77
678,3211,923,4,57.2
679,8862,388,3,72.9
680,2035,499,5,72.45
681,8409,962,4,52.2
682,2420,547,5,77.15
683,5442,903,1,24.53
684,4014,742,3,137.97
685,7317,191,5,137.38
686,4926,431,4,129.43
687,3965,760,5,139.18
688,1818,885,5,33.56
689,3876,399,5,97.08
690,7754,292,5,32.57
691,7974,377,5,60.03
692,3494,332,1,37.29
693,7559,883,5,51.8
694,8922,959,1,57.26
695,1586,730,2,28.13
696,7122,326,1,111.2
697,3945,421,3,40.12
698,3328,563,1,41.36
699,5111,339,4,68.36
700,6089,353,5,147.9
701,8310,538,4,75.84
702,7991,813,4,129.07
703,6453,334,4,88.09
704,6389,298,1,47.49
705,6112,106,5,6.35
706,2406,188,3,116.96
707,4566,843,3,93.4
708,8596,191,3,65.92
709,3163,592,5,79.58
710,9728,108,3,8.18
711,4539,965,4,26.48
712,6518,413,1,67.86
713,5352,307,1,24.05
714,6213,59,4,65.63
715,2415,183,1,107.5
716,8653,789,3,11.72
717,1666,742,3,104.36
718,7713,281,5,46.67
719,5298,333,4,124.86
720,5768,572,4,26.27
721,1498,203,1,132.8
722,1717,332,2,27.47
723,2676,262,3,37.31
724,2401,560,1,32.0
725,1378,121,3,142.02
726,254,932,2,63.28
727,8562,417,3,145.86
728,599,442,4,60.31
729,7573,125,3,14.4
730,8314,524,5,67.3
731,1981,189,1,23.22
732,3693,581,3,94.31
733,1870,630,2,120.08
734,6917,892,4,26.9
735,6298,84,2,69.17
736,9970,845,3,31.91
737,1157,987,3,55.74
738,8951,377,1,133.83
739,8672,842,4,76.14
740,7082,244,3,79.48
741,3638,5,5,117.56
742,1103,739,3,57.1
743,8780,878,3,44.57
744,9904,370,5,23.56
745,3170,266,4,126.63
746,7001,297,4,105.99
747,1787,169,5,36.04
748,6231,278,1,97.68
749,6193,952,4,88.32
750,6209,872,4,127.35
751,8618,48,4,101.38
752,6438,702,2,146.33
753,8136,4,1,104.26
754,4609,28,2,100.26
755,8396,675,4,64.7
756,1089,965,2,23.23
757,5756,100,2,134.22
758,8093,58,1,121.91
759,2316,53,4,59.67
760,4812,507,2,90.27
761,1682,796,2,126.6
762,3934,783,5,110.82
763,6233,193,5,11.97
764,9457,894,3,143.45
765,1185,939,2,75.41
766,5541,686,5,87.43
767,7982,181,2,45.53
768,9319,424,3,106.47
769,394,149,3,88.57
770,8443,573,5,91.14
771,4327,324,2,115.68
772,3643,952,5,22.81
773,616,946,4,83.15
774,8999,110,2,107.04
775,6127,226,4,90.76
776,1895,300,4,58.32
777,9432,589,4,44.87
778,6285,749,4,94.41
779,5009,453,5,24.9
780,2408,753,2,55.08
781,1940,384,5,61.47
782,1527,56,2,119.0
783,2546,139,3,81.45
784,1201,407,1,94.23
785,8205,598,5,73.33
786,4203,71,3,70.22
787,3445,673,3,75.91
788,5338,459,3,82.73
789,3259,809,1,65.37
790,8944,721,3,109.95
791,457,657,4,44.08
792,624,429,4,137.31
793,3443,672,5,45.74
794,1387,484,5,58.36
795,7047,629,1,33.91
796,9153,145,5,46.8
797,520,714,2,105.76
798,8959,322,2,40.77
799,1889,536,4,79.78
800,7043,468,5,138.75
801,7224,136,4,67.74
802,2189,571,1,24.58
803,2772,128,4,32.51
804,5398,120,4,82.88
805,141,832,5,146.32
806,1550,618,1,61.24
807,8125,892,2,53.86
808,11,196,1,14.16
809,5278,468,5,52.06
810,4033,669,4,60.86
811,603,604,2,60.89
812,9801,720,2,37.45
813,6240,97,2,17.73
814,3425,325,4,67.26
815,9964,284,1,123.16
816,8419,31,5,97.59
817,2711,697,1,47.79
818,1761,935,1,97.85
819,4261,209,3,78.72
820,5948,553,5,55.2
821,5362,343,2,103.99
822,5428,51,1,139.02
823,1085,993,5,49.04
824,8146,489,3,129.25
825,3360,948,5,96.03
826,9003,37,1,142.43
827,8010,485,4,140.97
828,8024,655,4,115.02
829,2936,10,5,44.71
830,1595,693,3,70.34
831,357,666,4,56.97
832,2314,582,5,108.58
833,1847,395,5,80.19
834,1994,325,4,124.21
835,9338,329,4,54.01
836,8090,863,3,102.84
837,712,309,5,114.99
838,4376,642,4,7.17
839,9776,409,2,103.17
840,4445,550,5,104.15
841,7378,480,3,97.27
842,7667,424,2,127.82
843,434,313,5,38.31
844,7658,951,4,107.06
845,1508,478,5,72.28
846,3400,681,2,41.87
847,8814,520,2,144.85
848,5395,53,5,25.81
849,3459,794,2,89.9
850,7152,611,1,105.85
851,8651,679,1,62.54
852,280,193,3,29.95
853,8907,164,2,132.7
854,7947,702,4,51.47
855,5670,25,5,78.98
856,295,613,1,148.01
857,9362,891,1,126.52
858,2069,357,2,66.21
859,9941,647,5,65.61
860,8177,406,3,8.48
861,7058,584,2,19.58
862,9417,322,3,66.85
863,5017,930,4,122.76
864,7134,17,3,115.58
865,8836,751,5,53.49
866,8761,427,1,64.85
867,6274,503,2,27.55
868,3792,338,3,96.58
869,7257,813,5,28.73
870,3346,252,3,9.66
871,5658,846,5,136.23
872,4461,70,3,14.61
873,6205,427,2,72.7
874,1934,809,4,148.49
875,2034,59,3,106.56
876,3224,162,3,102.04
877,4297,29,1,56.44
878,4256,996,5,91.86
879,712,243,3,44.79
880,3698,1000,4,71.91
881,1895,153,4,79.01
882,8778,804,3,53.7
883,6061,352,2,143.43
884,2254,737,1,33.35
885,2036,359,1,97.53
886,830,457,1,142.46
887,913,391,1,143.77
888,8867,75,4,29.17
889,1315,845,4,79.2
890,1384,689,2,84.08
891,332,578,2,47.55
892,2150,355,5,88.01
893,6591,813,5,97.87
894,7597,544,4,30.2
895,1604,377,1,25.67
896,8778,664,1,94.45
897,5164,884,1,113.52
898,577,626,3,39.53
899,3428,418,5,52.36
900,6969,623,5,100.21
901,6244,254,3,41.43
902,432,861,4,5.88
903,6237,896,1,109.89
904,7573,887,3,131.0
905,1556,808,5,60.67
906,7243,758,5,123.54
907,9750,881,3,85.36
908,8781,378,1,30.18
909,1699,40,1,15.5
910,5042,309,5,101.9
911,9517,69,2,36.51
912,7347,239,3,77.74
913,4968,645,2,87.98
914,6582,828,5,6.82
915,3510,262,2,103.0
916,2266,415,1,146.26
917,1140,220,2,80.53
918,4143,569,2,63.45
919,2561,41,1,148.78
920,8191,839,5,140.69
921,4637,631,2,145.43
922,9771,327,2,102.61
923,9153,652,4,137.96
924,1320,969,1,35.75
925,8796,936,3,35.62
926,9014,797,5,59.91
927,8367,792,1,96.73
928,1495,49,1,83.33
929,4983,581,4,13.94
930,5556,393,5,32.92
931,731,662,2,80.68
932,7304,668,4,21.59
933,9087,302,3,19.55
934,8389,496,4,145.63
935,8007,771,4,68.72
936,6030,285,1,118.34
937,6335,308,1,33.72
938,8139,219,1,91.85
939,4730,833,1,143.46
940,2656,437,3,68.78
941,3619,271,3,29.16
942,7076,952,5,146.02
943,6011,887,2,50.56
944,2634,217,5,40.23
945,1930,354,3,120.31
946,703,318,2,77.94
947,6905,376,5,70.29
948,3726,174,4,91.87
949,749,886,2,115.63
950,5114,610,2,135.54
951,2711,612,5,133.4
952,8465,304,5,42.18
953,6971,586,4,118.44
954,1562,48,4,142.49
955,6408,889,4,137.31
956,7768,459,1,40.43
957,7756,261,1,47.32
958,4134,945,3,73.89
959,1426,965,1,126.34
960,9508,750,4,25.25
961,7780,206,2,62.63
962,7753,763,3,145.28
963,2619,744,3,124.68
964,8473,273,5,20.35
965,5035,131,4,138.3
966,661,406,3,116.87
967,6388,203,4,133.02
968,224,875,1,107.49
969,7414,489,5,49.47
970,9324,982,3,93.38
971,9213,331,5,79.94
972,5077,385,1,66.33
973,3318,322,4,149.88
974,8885,496,5,123.4
975,8140,455,3,42.4
976,209,637,1,72.52
977,9058,774,1,80.56
978,5519,181,4,108.51
979,233,635,3,18.2
980,2847,393,2,41.5
981,7705,104,5,87.39
982,7115,70,4,60.15
983,8760,210,2,79.0
984,1920,390,4,144.93
985,2595,422,4,49.48
986,3303,949,4,137.09
987,2648,651,4,26.67
988,2971,803,4,137.87
989,5125,860,4,126.7
990,7248,208,3,42.8
991,8863,104,1,89.18
992,8824,152,4,12.34
993,6283,596,2,119.94
994,6298,274,4,133.06
995,8377,368,4,143.55
996,8489,752,1,44.82
997,5239,316,5,75.97
998,6526,611,5,107.64
999,5265,69,4,104.15
1000,6547,518,2,99.78
1001,9764,123,4,81.95
1002,6003,619,3,31.32
1003,882,232,5,49.4
1004,3214,885,5,60.01
1005,3255,181,2,101.69
1006,3353,795,5,130.41
1007,9899,984,3,63.28
1008,1318,783,3,146.19
1009,4141,775,1,126.47
1010,2188,887,2,102.18
1011,3126,957,3,30.1
1012,4425,87,4,10.05
1013,433,606,4,102.88
1014,5710,762,1,29.06
1015,933,637,4,46.11
1016,4198,851,5,113.02
1017,2434,13,2,12.92
1018,7295,243,1,34.51
1019,8307,959,3,58.15
1020,7164,39,1,118.55
1021,4534,525,1,135.32
1022,8721,142,2,138.26
1023,1181,549,3,8.17
1024,8911,191,5,72.81
1025,9257,932,5,80.09
1026,4422,410,1,86.45
1027,6449,375,1,7.37
1028,5276,929,5,29.59
1029,5950,662,4,106.01
1030,6683,578,5,123.16
1031,5382,786,1,13.76
1032,160,209,4,68.09
1033,5336,593,4,28.54
1034,9130,14,5,55.86
1035,3508,196,5,78.79
1036,3457,665,1,102.0
1037,7764,99,5,26.15
1038,3537,171,5,80.31
1039,9318,1,3,15.42
1040,8867,187,1,111.41
1041,5479,963,4,131.64
1042,2955,323,5,105.68
1043,8777,260,4,112.04
1044,985,240,4,52.63
1045,6107,315,2,105.14
1046,8849,795,5,30.83
1047,2847,270,2,142.11
1048,7781,477,1,98.79
1049,6107,155,1,144.77
1050,684,480,3,101.56
1051,6993,871,3,101.16
1052,2927,570,2,103.5
1053,7900,90,5,76.24
1054,578,407,4,97.52
1055,4719,879,1,72.51
1056,3945,184,5,92.89
1057,6934,89,5,43.15
1058,9400,697,2,69.11
1059,7065,171,4,75.95
1060,1317,502,3,123.96
1061,9891,578,3,138.8
1062,232,760,1,138.74
1063,3992,726,2,82.51
1064,4152,782,5,79.15
1065,9289,747,4,12.66
1066,638,419,1,93.45
1067,1303,532,5,62.31
1068,6232,239,4,76.59
1069,5917,404,4,75.78
1070,5421,800,2,125.95
1071,578,212,4,32.98
1072,4277,605,3,27.28
1073,7746,496,2,66.0
1074,8523,150,2,41.94
1075,4947,144,3,21.51
