order_id,user_id,order_date,total_amount,status
342,4615,2024-08-12,211.77,Cancelled
343,4237,2025-01-26,109.05,Shipped
344,1764,2024-07-16,160.05,Shipped
345,2913,2024-06-27,189.75,Cancelled
346,3612,2024-06-06,111.75,Delivered
347,3793,2024-08-13,468.29,Shipped
348,3983,2025-01-17,448.98,Delivered
349,2250,2025-01-21,397.25,Delivered
350,3657,2024-11-27,180.7,Cancelled
351,3527,2024-11-14,459.4,Delivered
352,4185,2024-02-21,48.56,Pending
353,535,2024-11-18,203.93,Pending
354,4291,2025-02-08,300.01,Shipped
355,2061,2024-08-30,152.2,Delivered
356,1226,2024-06-27,236.92,Pending
357,559,2024-12-22,300.64,Shipped
358,4639,2024-10-12,170.99,Cancelled
359,4681,2025-01-08,482.19,Cancelled
360,623,2024-08-27,353.1,Pending
361,3752,2025-01-02,94.45,Shipped
362,1213,2024-04-11,495.53,Cancelled
363,4198,2024-10-15,332.84,Shipped
364,1040,2024-03-23,484.19,Delivered
365,2820,2024-07-31,95.5,Cancelled
366,4299,2024-12-01,179.77,Pending
367,2146,2024-06-26,359.31,Pending
368,3320,2024-12-22,371.18,Shipped
369,4834,2024-09-23,38.09,Pending
370,2404,2024-11-28,462.82,Delivered
371,1600,2024-05-17,226.62,Delivered
372,2960,2025-01-01,45.1,Pending
373,2571,2024-04-20,222.0,Delivered
374,2141,2024-09-01,388.95,Shipped
375,686,2024-11-02,235.9,Delivered
376,3386,2024-06-06,298.73,Shipped
377,4851,2024-06-04,106.34,Shipped
378,973,2024-07-03,178.28,Pending
379,4162,2024-03-07,172.98,Cancelled
380,396,2024-07-30,472.82,Cancelled
381,1925,2024-11-12,319.92,Pending
382,742,2024-08-22,87.14,Pending
383,978,2024-12-14,175.57,Shipped
384,3852,2024-03-08,26.58,Shipped
385,1837,2024-12-20,93.51,Delivered
386,1212,2024-10-20,175.87,Delivered
387,1084,2025-01-18,226.16,Pending
388,2837,2024-05-30,406.32,Delivered
389,1322,2024-05-24,296.73,Cancelled
390,858,2024-06-26,360.0,Delivered
391,196,2024-02-21,203.42,Cancelled
392,3023,2024-03-23,400.79,Shipped
393,481,2024-11-17,224.84,Delivered
394,1412,2024-04-12,381.49,Pending
395,412,2024-02-19,271.47,Pending
396,2020,2024-06-15,200.3,Pending
397,3043,2024-03-07,373.41,Delivered
398,2417,2024-09-14,22.29,Shipped
399,4423,2025-01-03,18.29,Shipped
400,1666,2024-03-28,190.29,Shipped
401,4404,2024-06-23,150.44,Cancelled
402,725,2024-10-13,452.92,Delivered
403,3407,2024-07-25,377.48,Delivered
404,86,2024-02-15,101.47,Pending
405,3024,2024-05-16,223.45,Delivered
406,947,2024-05-22,250.98,Pending
407,4540,2024-09-29,215.73,Pending
408,3414,2024-11-23,371.64,Shipped
409,663,2024-02-29,174.7,Cancelled
410,2716,2024-11-12,399.34,Shipped
411,4699,2024-04-06,425.21,Cancelled
412,4491,2024-12-30,268.17,Pending
413,3841,2024-02-17,108.21,Cancelled
414,2702,2024-02-13,45.47,Delivered
415,1704,2024-11-11,337.39,Pending
416,4366,2024-09-29,450.64,Pending
417,2450,2024-03-30,138.99,Shipped
418,3671,2024-09-18,228.05,Delivered
419,1609,2024-10-19,341.96,Delivered
420,1912,2024-09-07,412.32,Shipped
421,2304,2024-05-18,469.55,Cancelled
422,2000,2024-09-12,230.87,Pending
423,3775,2024-08-25,128.99,Cancelled
424,3324,2024-05-16,87.22,Cancelled
425,1684,2024-09-19,348.57,Shipped
426,622,2024-05-06,205.54,Cancelled
427,3833,2024-12-31,432.28,Delivered
428,4788,2024-12-13,268.89,Delivered
429,4029,2024-09-20,184.09,Pending
430,3223,2024-11-13,319.49,Delivered
431,2971,2024-06-27,276.35,Delivered
432,3120,2024-07-16,314.41,Delivered
433,578,2024-06-27,176.89,Cancelled
434,1515,2024-08-09,90.43,Cancelled
435,344,2024-05-26,309.33,Delivered
436,2804,2025-01-03,22.37,Delivered
437,3453,2024-10-08,389.98,Pending
438,564,2024-06-16,43.6,Shipped
439,1594,2024-06-15,13.34,Cancelled
440,2561,2024-09-22,367.09,Shipped
441,2622,2024-11-29,377.88,Shipped
442,171,2024-06-28,239.45,Cancelled
443,1652,2025-02-03,410.18,Shipped
444,3255,2025-01-18,358.84,Shipped
445,2232,2024-08-04,101.86,Pending
446,1018,2024-10-26,105.7,Pending
447,807,2024-03-07,222.46,Pending
448,2298,2024-11-30,14.37,Delivered
449,4891,2024-03-03,446.98,Shipped
450,1478,2024-04-29,153.8,Cancelled
451,154,2024-09-08,306.96,Pending
452,3298,2024-11-05,232.64,Pending
453,1962,2024-02-29,327.82,Cancelled
454,158,2024-06-20,494.87,Cancelled
455,1021,2024-12-07,402.17,Cancelled
456,4694,2024-08-20,260.85,Pending
457,3619,2024-10-01,43.86,Shipped
458,1686,2024-10-20,482.59,Cancelled
459,4809,2024-04-16,136.06,Pending
460,4013,2024-06-06,458.74,Delivered
461,3278,2024-11-15,35.98,Cancelled
462,2276,2024-10-25,61.98,Delivered
463,4670,2024-12-20,271.09,Pending
464,3128,2025-01-08,479.47,Shipped
465,2522,2024-12-14,119.05,Delivered
466,1892,2024-09-17,222.19,Cancelled
467,2907,2024-11-14,188.74,Pending
468,2902,2024-04-21,181.86,Shipped
469,2641,2024-10-04,414.33,Shipped
470,782,2024-03-09,297.29,Cancelled
471,3108,2025-01-04,145.85,Pending
472,876,2024-03-09,47.45,Pending
473,3104,2024-04-18,426.74,Delivered
474,3181,2024-10-13,168.83,Delivered
475,4963,2024-04-12,126.58,Pending
476,1802,2024-10-24,346.32,Delivered
477,480,2024-04-28,276.09,Cancelled
478,536,2024-10-08,46.93,Pending
479,4022,2024-09-01,55.56,Pending
480,3142,2025-01-11,259.29,Shipped
481,1320,2024-05-08,271.17,Delivered
482,1712,2024-06-21,417.1,Cancelled
483,883,2024-07-01,70.92,Pending
484,99,2025-01-01,236.63,Delivered
485,1222,2024-03-31,123.49,Delivered
486,3153,2024-05-08,182.96,Delivered
487,4694,2024-10-26,448.18,Cancelled
488,2833,2024-06-29,144.2,Shipped
489,2944,2024-05-12,275.17,Cancelled
490,3228,2025-02-09,398.12,Shipped
491,3875,2024-09-15,359.29,Shipped
492,361,2024-12-22,222.04,Pending
493,1902,2024-05-09,335.83,Pending
494,2151,2024-03-16,304.07,Shipped
495,1792,2024-08-27,432.28,Shipped
496,3914,2024-07-30,101.53,Pending
497,3422,2024-07-30,68.57,Pending
498,2923,2024-09-06,428.9,Delivered
499,76,2024-11-04,347.4,Delivered
500,1447,2024-09-11,162.89,Pending
501,3929,2025-01-14,432.73,Shipped
502,538,2024-08-26,332.29,Shipped
503,1226,2024-06-14,233.82,Pending
504,478,2024-03-23,403.2,Delivered
505,3147,2024-11-18,369.18,Cancelled
506,866,2024-02-18,216.07,Cancelled
507,1266,2024-06-27,459.08,Cancelled
508,930,2024-09-10,28.66,Pending
509,628,2024-03-28,384.38,Shipped
510,4212,2024-05-10,296.19,Cancelled
511,3438,2024-02-22,357.26,Cancelled
512,207,2024-05-07,60.81,Pending
513,2191,2024-08-27,433.74,Cancelled
514,578,2024-02-22,116.85,Delivered
515,2483,2024-09-18,115.79,Cancelled
516,4611,2024-07-03,180.22,Pending
517,1257,2024-11-25,192.14,Cancelled
518,3713,2025-01-14,122.38,Cancelled
519,432,2024-07-29,405.79,Delivered
520,870,2024-09-05,210.95,Pending
521,4394,2024-05-10,198.14,Shipped
522,3142,2025-01-12,237.13,Pending
523,3792,2024-02-21,378.02,Cancelled
524,3913,2024-02-23,210.38,Shipped
525,564,2024-03-05,479.35,Shipped
526,1629,2024-06-05,155.67,Cancelled
527,4074,2024-12-05,47.05,Cancelled
528,1763,2024-02-10,385.9,Shipped
529,2819,2024-10-31,429.94,Shipped
530,954,2024-11-04,389.05,Shipped
531,1223,2024-07-09,232.05,Cancelled
532,403,2024-11-25,63.79,Delivered
533,1400,2025-01-07,66.63,Delivered
534,4101,2024-11-02,176.87,Cancelled
535,1855,2024-06-08,140.36,Cancelled
536,492,2024-06-12,290.12,Delivered
537,2923,2024-03-24,471.71,Pending
538,3776,2024-08-08,65.88,Shipped
539,1040,2024-12-08,449.89,Delivered
540,2470,2024-11-26,239.26,Pending
541,4243,2024-11-19,180.8,Cancelled
542,4401,2025-02-05,174.04,Cancelled
543,2957,2024-02-11,61.67,Delivered
544,977,2024-05-16,388.57,Delivered
545,1147,2024-11-02,350.0,Delivered
546,2504,2024-05-12,28.16,Cancelled
547,3729,2025-01-16,420.76,Delivered
548,394,2024-10-10,390.98,Cancelled
549,2113,2024-10-31,43.08,Delivered
550,4536,2024-09-04,54.06,Cancelled
551,1469,2025-01-07,495.1,Delivered
552,2236,2024-04-22,113.6,Delivered
553,1427,2024-06-17,202.05,Pending
554,2150,2024-10-07,238.87,Delivered
555,2539,2025-01-15,458.8,Shipped
556,576,2024-04-06,216.72,Cancelled
557,4231,2025-01-24,255.71,Cancelled
558,1973,2024-03-16,435.56,Cancelled
559,266,2024-11-10,366.5,Cancelled
560,3539,2024-07-21,413.27,Cancelled
561,4783,2024-02-29,109.06,Cancelled
562,2063,2024-09-19,191.25,Delivered
563,2062,2024-07-08,172.55,Delivered
564,1038,2024-02-15,35.08,Shipped
565,4166,2024-06-04,322.96,Shipped
566,4689,2024-11-26,342.19,Pending
567,2987,2024-06-22,294.06,Pending
568,1445,2024-11-18,333.99,Cancelled
569,1810,2024-10-09,472.9,Shipped
570,3450,2024-04-19,53.75,Delivered
571,342,2024-08-30,136.55,Delivered
572,2944,2024-11-18,235.27,Shipped
573,1301,2024-12-16,494.83,Pending
574,2805,2024-02-25,319.1,Shipped
575,2015,2024-07-11,257.14,Delivered
576,4006,2024-07-19,373.31,Pending
577,161,2024-11-15,494.59,Delivered
578,4202,2024-06-21,136.89,Shipped
579,4913,2024-07-23,483.91,Cancelled
580,2763,2024-12-06,328.05,Delivered
581,2193,2024-10-04,145.14,Pending
582,3282,2024-09-09,365.71,Delivered
583,2810,2024-12-30,182.64,Pending
584,2949,2024-02-25,105.42,Pending
585,1212,2024-07-27,299.67,Cancelled
586,4634,2024-12-30,284.65,Shipped
587,1494,2024-02-24,365.29,Cancelled
588,3150,2024-05-15,474.58,Pending
589,818,2024-10-12,339.68,Shipped
590,3293,2024-02-11,204.17,Cancelled
591,4546,2024-11-03,362.36,Cancelled
592,2039,2024-12-14,290.66,Shipped
593,3240,2024-06-04,370.59,Cancelled
594,1971,2024-11-23,127.53,Delivered
595,1641,2024-06-29,262.45,Cancelled
596,3336,2024-02-10,141.25,Delivered
597,2406,2024-05-02,112.4,Cancelled
598,70,2024-12-27,24.46,Cancelled
599,3851,2024-07-23,341.76,Cancelled
600,330,2024-06-27,472.34,Cancelled
601,3823,2025-01-10,446.58,Delivered
602,693,2024-07-23,333.5,Cancelled
603,3903,2024-03-10,248.45,Pending
604,4012,2024-09-18,483.21,Cancelled
605,2381,2024-09-08,394.42,Shipped
606,4793,2024-12-13,289.61,Delivered
607,1244,2024-10-26,199.25,Delivered
608,1443,2024-07-31,404.33,Cancelled
609,2855,2025-01-25,141.07,Shipped
610,163,2025-01-24,193.75,Pending
611,4843,2024-03-23,218.81,Pending
612,3296,2024-11-12,308.5,Cancelled
613,60,2024-10-26,16.99,Cancelled
614,1239,2024-12-22,31.54,Pending
615,3539,2024-10-18,76.91,Pending
616,4282,2024-04-19,94.1,Delivered
617,1309,2024-11-05,24.08,Delivered
618,771,2024-11-24,306.63,Delivered
619,2803,2024-03-16,167.44,Cancelled
620,3528,2024-10-12,258.03,Pending
621,2464,2024-11-13,480.11,Shipped
622,4536,2024-05-06,194.57,Shipped
623,3066,2024-04-03,41.98,Delivered
624,3073,2024-11-16,16.19,Pending
625,4443,2024-02-11,419.38,Delivered
626,4700,2024-10-21,215.78,Cancelled
627,3350,2024-07-14,406.01,Delivered
628,2035,2024-04-11,48.38,Shipped
629,411,2024-03-28,394.36,Pending
630,2749,2024-05-02,296.93,Shipped
631,361,2024-12-08,46.31,Delivered
632,746,2024-04-25,245.78,Pending
633,2404,2024-03-24,499.37,Delivered
634,2763,2024-12-13,493.6,Shipped
635,3098,2024-10-03,367.26,Pending
636,3498,2024-04-27,268.3,Delivered
637,2749,2025-01-10,444.67,Delivered
638,3512,2024-06-25,18.31,Pending
639,2482,2024-06-15,461.03,Shipped
640,4740,2024-08-23,102.94,Pending
641,3027,2024-03-11,193.54,Delivered
642,1234,2024-09-30,78.87,Delivered
643,3259,2024-02-21,129.48,Pending
644,3434,2024-05-31,400.57,Shipped
645,456,2024-12-06,61.11,Pending
646,3530,2024-09-13,420.29,Pending
647,2878,2024-07-28,311.88,Shipped
648,2792,2025-01-20,99.99,Shipped
649,175,2024-02-24,36.42,Delivered
650,809,2024-05-31,208.13,Pending
651,4331,2024-09-21,181.08,Pending
652,2222,2024-07-05,340.4,Delivered
653,4281,2025-02-03,56.76,Delivered
654,2064,2025-01-02,38.97,Delivered
655,4435,2024-07-25,234.78,Delivered
656,1544,2025-01-08,458.99,Delivered
657,3531,2024-05-24,240.55,Pending
658,457,2025-01-17,326.35,Cancelled
659,2263,2025-02-04,59.46,Delivered
660,1881,2025-02-08,171.36,Shipped
661,2047,2025-01-06,353.08,Cancelled
662,3362,2024-03-14,204.22,Shipped
663,1104,2024-06-22,409.86,Pending
664,2391,2025-01-27,220.59,Pending
665,4833,2024-12-15,374.6,Delivered
666,703,2024-10-11,203.27,Cancelled
667,1461,2024-02-27,496.54,Pending
668,4387,2024-08-19,12.28,Delivered
669,4449,2025-01-15,193.15,Delivered
