review_id,user_id,book_id,rating,comment,review_date
61,3083,328,1,Not my type,2024-08-10
62,4559,48,5,Not my type,2024-10-13
63,4556,24,3,Not my type,2025-01-20
64,3368,251,3,Loved it!,2024-05-14
65,1179,665,4,Boring,2025-01-07
66,2311,293,3,Highly recommend!,2024-12-08
67,195,565,5,Amazing read!,2024-11-21
68,1708,6,3,Boring,2024-05-28
69,3444,305,5,Highly recommend!,2024-08-09
70,3907,842,1,Not my type,2024-07-10
71,65,384,1,Not my type,2024-11-21
72,4611,756,4,Highly recommend!,2024-02-28
73,3039,374,4,Loved it!,2024-06-04
74,991,886,1,Loved it!,2024-07-05
75,4757,762,5,Loved it!,2024-07-28
76,3890,714,2,Boring,2024-05-20
77,39,675,5,Boring,2024-07-19
78,475,439,4,Highly recommend!,2024-10-05
79,764,760,4,Boring,2024-07-19
80,428,697,5,Highly recommend!,2024-04-14
81,2286,226,5,Highly recommend!,2024-03-12
82,2856,477,3,Boring,2024-12-03
83,3809,49,4,Highly recommend!,2024-04-25
84,731,212,4,Loved it!,2024-05-17
85,307,711,5,Amazing read!,2024-11-08
86,2714,527,2,Highly recommend!,2024-04-02
87,380,978,4,Loved it!,2024-03-21
88,3438,228,4,Amazing read!,2024-06-12
89,3458,253,5,Boring,2024-04-14
90,2472,892,4,Highly recommend!,2024-02-11
91,526,683,2,Not my type,2024-03-05
92,4988,331,4,Not my type,2024-03-04
93,4394,275,5,Amazing read!,2025-02-02
94,2646,478,5,Boring,2025-02-03
95,3307,344,2,Not my type,2024-03-11
96,1348,858,1,Not my type,2024-04-16
97,352,852,4,Highly recommend!,2024-04-24
98,2769,476,3,Highly recommend!,2024-10-13
99,52,406,4,Not my type,2024-05-23
100,1870,5,4,Highly recommend!,2024-08-29
101,426,234,3,Not my type,2024-05-25
102,1215,283,1,Not my type,2024-11-17
103,402,678,1,Highly recommend!,2024-09-08
104,680,94,4,Not my type,2024-08-09
105,2272,727,3,Not my type,2024-02-20
106,1040,387,4,Highly recommend!,2024-10-11
107,4638,897,1,Loved it!,2024-10-05
108,2253,585,4,Boring,2024-03-10
109,4573,496,1,Boring,2024-07-25
110,2998,426,5,Boring,2024-08-30
111,1407,856,5,Not my type,2024-11-24
112,779,845,1,Amazing read!,2024-08-26
113,1593,970,3,Loved it!,2024-09-05
114,2024,228,2,Not my type,2024-08-20
115,3780,613,3,Loved it!,2024-10-31
116,4002,855,1,Amazing read!,2024-06-04
117,1442,477,2,Boring,2024-04-21
118,3452,555,3,Loved it!,2024-03-16
119,214,6,5,Highly recommend!,2024-11-27
120,246,469,2,Boring,2024-07-05
121,2009,654,1,Loved it!,2024-08-25
122,592,518,4,Highly recommend!,2024-03-19
123,2593,530,5,Highly recommend!,2024-08-17
124,3799,935,2,Loved it!,2024-09-11
125,3757,932,3,Not my type,2024-12-10
126,3180,718,1,Loved it!,2024-03-27
127,4664,813,4,Amazing read!,2024-11-20
128,2210,261,4,Not my type,2024-04-04
129,3933,694,3,Not my type,2024-06-26
130,4026,487,3,Boring,2024-05-11
131,3595,943,4,Not my type,2024-06-03
132,3621,724,5,Not my type,2024-03-05
133,833,789,4,Loved it!,2024-04-03
134,1259,945,1,Highly recommend!,2025-01-31
135,4693,15,1,Amazing read!,2024-08-15
136,1548,883,5,Highly recommend!,2024-12-04
137,3387,850,2,Boring,2024-04-29
138,363,691,4,Boring,2024-03-22
139,868,355,2,Boring,2024-08-27
140,1449,244,1,Loved it!,2024-09-05
141,4917,302,4,Not my type,2024-03-26
142,1396,387,2,Highly recommend!,2024-02-11
143,4708,557,3,Highly recommend!,2024-08-08
144,3519,630,5,Not my type,2024-08-28
145,1498,363,2,Highly recommend!,2024-08-30
146,2388,888,5,Not my type,2024-12-19
147,914,433,4,Not my type,2024-12-30
148,508,879,4,Amazing read!,2024-05-03
149,3094,580,2,Boring,2024-12-05
150,4186,976,2,Not my type,2024-09-27
151,4028,799,2,Amazing read!,2024-10-20
152,3768,166,5,Highly recommend!,2024-08-04
153,4486,949,5,Boring,2024-02-15
154,365,246,1,Not my type,2024-11-05
155,4164,861,3,Boring,2024-08-23
156,3244,846,3,Boring,2024-10-07
157,555,681,2,Amazing read!,2024-03-04
158,3978,930,3,Amazing read!,2024-04-18
159,3192,547,5,Loved it!,2024-08-18
160,763,751,1,Highly recommend!,2024-06-17
161,727,93,4,Loved it!,2024-03-04
162,3431,112,5,Highly recommend!,2024-05-05
163,110,943,1,Highly recommend!,2024-03-23
164,2042,67,5,Loved it!,2024-04-20
165,482,833,5,Boring,2024-07-20
166,1393,597,1,Not my type,2024-07-07
167,1530,333,5,Not my type,2024-07-11
168,1727,275,4,Amazing read!,2024-07-04
169,3435,263,1,Boring,2024-10-22
170,2306,286,5,Boring,2024-09-16
171,3124,981,1,Amazing read!,2025-01-23
172,938,858,5,Highly recommend!,2024-05-08
173,775,47,1,Highly recommend!,2024-08-24
174,2245,702,3,Loved it!,2024-12-07
175,513,926,3,Boring,2024-04-17
176,2825,864,1,Amazing read!,2024-08-29
177,4422,672,3,Not my type,2025-01-30
178,4277,822,5,Not my type,2024-03-17
179,1305,128,3,Loved it!,2025-01-11
180,259,705,2,Boring,2025-02-04
181,4421,596,2,Highly recommend!,2024-08-26
182,1322,444,4,Loved it!,2024-04-03
183,1796,226,2,Loved it!,2024-07-31
184,2724,407,3,Amazing read!,2024-04-11
185,710,641,1,Boring,2025-01-18
186,838,154,5,Loved it!,2024-07-02
187,2938,617,3,Boring,2024-12-29
188,4636,157,2,Boring,2024-11-06
189,2838,870,5,Boring,2024-03-25
190,377,787,1,Not my type,2025-01-28
191,4620,287,1,Boring,2024-12-03
192,3637,730,1,Boring,2024-11-01
193,3227,290,4,Highly recommend!,2024-09-14
194,4530,672,2,Loved it!,2024-05-06
195,1712,201,2,Highly recommend!,2024-12-27
196,1097,778,5,Boring,2024-08-16
197,1397,699,5,Highly recommend!,2025-02-02
198,3233,956,5,Loved it!,2024-03-12
199,433,876,1,Amazing read!,2024-02-22
200,1104,536,3,Highly recommend!,2024-08-17
201,4146,711,2,Not my type,2024-06-14
202,648,723,5,Amazing read!,2024-04-11
203,2845,872,3,Highly recommend!,2024-10-08
204,1110,814,5,Not my type,2024-06-01
205,4828,528,2,Highly recommend!,2024-02-17
206,4604,971,4,Boring,2024-11-22
207,3533,691,2,Amazing read!,2024-04-30
208,4001,949,1,Highly recommend!,2025-02-02
209,1903,419,2,Highly recommend!,2024-12-24
210,254,346,5,Highly recommend!,2024-03-03
211,2040,15,1,Highly recommend!,2025-01-15
212,689,125,5,Amazing read!,2024-09-06
213,3098,620,2,Amazing read!,2024-07-21
214,3285,310,2,Amazing read!,2024-09-08
215,50,544,3,Highly recommend!,2024-03-25
216,2462,465,1,Highly recommend!,2024-06-13
217,3398,543,4,Not my type,2024-07-29
218,4954,731,2,Highly recommend!,2025-01-14
219,2525,223,1,Highly recommend!,2024-04-16
220,3833,176,1,Boring,2024-06-17
221,1365,430,1,Amazing read!,2024-02-16
222,4866,370,5,Loved it!,2024-10-18
223,1421,296,1,Boring,2024-08-12
224,4121,242,2,Loved it!,2024-06-22
225,668,870,1,Highly recommend!,2024-02-18
226,4926,529,3,Amazing read!,2024-04-18
227,603,720,3,Amazing read!,2024-04-13
228,3760,49,1,Amazing read!,2024-08-05
229,992,572,4,Boring,2024-03-14
230,2408,69,4,Amazing read!,2024-05-16
231,2255,567,3,Not my type,2024-08-21
232,542,78,3,Not my type,2024-06-28
233,487,750,4,Highly recommend!,2025-01-19
234,3057,136,5,Loved it!,2024-05-26
235,1947,429,3,Boring,2025-01-31
236,2417,842,5,Not my type,2024-08-02
237,59,366,2,Highly recommend!,2024-02-23
238,4872,551,4,Boring,2024-06-19
239,3094,156,4,Not my type,2024-11-10
240,4854,260,1,Not my type,2024-05-06
241,2932,752,1,Amazing read!,2024-09-10
242,1623,434,4,Not my type,2024-06-18
243,686,731,2,Highly recommend!,2024-08-30
244,2318,553,2,Highly recommend!,2024-10-11
245,3060,469,1,Amazing read!,2024-10-11
246,2219,569,1,Highly recommend!,2024-09-27
247,3562,737,4,Amazing read!,2024-12-01
248,4156,543,3,Loved it!,2024-07-21
249,3297,442,3,Amazing read!,2024-06-14
250,688,698,4,Highly recommend!,2024-03-11
251,1936,214,1,Not my type,2024-08-30
252,1640,145,5,Boring,2024-06-25
253,2930,810,3,Amazing read!,2024-04-08
254,4499,338,5,Not my type,2024-05-23
255,4910,926,5,Highly recommend!,2024-08-13
256,3041,733,4,Loved it!,2024-12-07
257,4218,806,1,Not my type,2024-12-01
258,1729,156,2,Amazing read!,2024-06-16
259,3528,725,5,Amazing read!,2024-05-07
260,4660,864,5,Not my type,2024-07-20
261,2424,384,3,Boring,2024-08-31
262,4152,460,1,Highly recommend!,2025-01-07
263,2181,66,3,Highly recommend!,2024-09-08
264,218,696,1,Not my type,2024-07-12
265,4376,447,2,Loved it!,2024-06-27
266,4824,386,1,Highly recommend!,2024-09-30
267,3327,868,3,Loved it!,2024-12-21
268,3840,397,1,Loved it!,2024-02-10
269,4795,106,3,Highly recommend!,2024-12-06
270,2643,200,2,Highly recommend!,2024-06-16
271,1245,138,1,Boring,2025-01-29
272,1659,606,5,Highly recommend!,2024-07-19
273,131,857,4,Loved it!,2024-02-17
274,3221,385,2,Loved it!,2024-03-30
275,1962,851,5,Not my type,2024-09-04
276,3158,518,5,Not my type,2024-05-05
277,2915,48,4,Loved it!,2024-11-17
278,3049,360,1,Highly recommend!,2024-09-21
279,767,805,3,Boring,2024-09-11
280,1295,218,3,Boring,2024-11-07
281,4924,479,2,Amazing read!,2024-12-28
282,1259,912,5,Boring,2024-05-03
283,1908,124,4,Loved it!,2024-10-08
284,3898,322,2,Boring,2024-06-04
285,1935,210,3,Highly recommend!,2024-07-28
286,1421,559,1,Not my type,2024-10-20
287,46,838,1,Amazing read!,2024-09-06
288,1755,215,2,Loved it!,2024-07-11
289,590,909,1,Boring,2024-11-07
290,285,859,1,Amazing read!,2024-07-20
291,2738,917,4,Amazing read!,2024-06-18
292,3844,900,2,Loved it!,2024-07-26
293,2951,514,3,Highly recommend!,2025-01-07
294,3081,680,2,Amazing read!,2024-04-14
295,4434,467,4,Highly recommend!,2024-05-15
296,3070,27,3,Loved it!,2024-08-28
297,3878,754,2,Not my type,2024-06-28
298,3291,373,3,Not my type,2024-12-23
299,432,745,5,Not my type,2024-09-16
300,3687,664,2,Loved it!,2024-09-03
301,3658,569,2,Not my type,2024-04-22
302,1072,864,2,Boring,2024-03-28
303,2281,286,4,Loved it!,2024-02-21
304,896,492,3,Highly recommend!,2024-05-07
305,933,975,2,Loved it!,2025-01-03
306,87,325,1,Highly recommend!,2024-06-28
307,3789,154,4,Not my type,2024-10-28
308,1230,276,5,Amazing read!,2024-03-08
309,2201,298,2,Not my type,2025-02-05
310,779,674,1,Boring,2024-05-20
311,536,161,4,Not my type,2024-09-21
312,4121,553,3,Highly recommend!,2024-11-30
313,4848,823,5,Not my type,2025-01-18
314,1358,982,1,Amazing read!,2024-10-05
315,1539,184,1,Not my type,2025-01-18
316,3410,123,4,Loved it!,2024-08-16
317,4304,534,3,Loved it!,2024-03-17
318,3694,31,3,Boring,2024-09-14
319,4777,198,1,Not my type,2024-02-29
320,570,944,3,Not my type,2024-06-27
321,748,180,1,Not my type,2024-03-28
322,4886,857,2,Highly recommend!,2024-11-21
323,2534,41,5,Loved it!,2024-11-18
324,3805,640,1,Boring,2024-12-28
325,392,373,1,Amazing read!,2024-09-10
326,208,475,1,Loved it!,2024-07-05
327,2281,933,5,Amazing read!,2024-03-23
328,5,445,4,Amazing read!,2024-07-19
329,4278,983,4,Amazing read!,2024-07-27
330,1101,189,1,Boring,2024-08-15
331,4305,693,1,Not my type,2024-05-06
332,2808,242,2,Boring,2025-02-05
333,924,737,1,Loved it!,2025-01-03
334,1301,260,5,Boring,2024-06-30
335,2770,214,2,Boring,2024-03-29
336,4559,793,2,Loved it!,2024-08-04
337,4313,684,5,Amazing read!,2024-07-03
338,53,641,3,Amazing read!,2024-10-13
339,364,524,5,Amazing read!,2024-06-20
340,1936,196,2,Highly recommend!,2024-07-06
341,285,268,3,Loved it!,2024-11-23
342,956,569,5,Highly recommend!,2024-11-26
343,1536,337,2,Loved it!,2024-04-26
344,1993,706,5,Highly recommend!,2024-03-16
345,1678,578,2,Amazing read!,2024-08-24
346,3546,391,5,Boring,2024-11-28
347,2857,634,3,Highly recommend!,2024-04-18
348,1326,311,2,Highly recommend!,2024-03-31
349,3498,646,4,Loved it!,2024-12-22
350,759,406,1,Boring,2024-03-26
351,3072,798,1,Boring,2024-06-20
352,1528,497,5,Amazing read!,2024-06-20
353,4364,580,3,Amazing read!,2024-06-06
354,1220,924,4,Not my type,2024-12-04
355,499,221,1,Amazing read!,2024-10-06
356,1969,829,4,Boring,2024-03-31
357,1493,222,5,Highly recommend!,2024-11-07
358,3885,107,5,Amazing read!,2024-03-19
359,97,989,4,Amazing read!,2024-11-17
360,3433,549,1,Boring,2024-12-31
361,3771,438,4,Amazing read!,2024-09-12
362,1456,595,1,Highly recommend!,2025-01-23
363,2754,779,4,Loved it!,2024-12-31
364,3067,849,1,Not my type,2024-04-14
365,4673,94,1,Highly recommend!,2024-06-21
366,4573,857,5,Amazing read!,2024-06-18
367,2447,777,4,Amazing read!,2024-04-26
368,39,932,5,Not my type,2024-12-07
369,2160,654,4,Highly recommend!,2024-11-01
370,1622,39,3,Amazing read!,2024-07-13
371,4945,956,3,Loved it!,2025-01-27
372,248,987,5,Boring,2024-04-29
373,553,933,5,Loved it!,2024-08-21
374,392,913,2,Loved it!,2024-02-27
375,2774,949,5,Loved it!,2024-09-15
376,4143,374,5,Amazing read!,2024-06-15
377,4962,134,1,Loved it!,2024-08-19
378,3808,733,1,Loved it!,2024-11-05
379,4292,880,4,Amazing read!,2024-08-08
380,4612,33,4,Not my type,2024-09-02
381,4179,755,4,Amazing read!,2024-03-26
382,880,252,5,Loved it!,2024-08-15
383,325,704,2,Not my type,2024-02-24
384,2247,510,3,Not my type,2024-09-16
385,962,986,3,Highly recommend!,2024-02-14
386,2432,536,1,Not my type,2024-09-12
387,2621,31,5,Not my type,2025-02-02
388,2221,482,2,Boring,2025-01-16
389,3516,81,3,Amazing read!,2024-07-19
390,3187,508,3,Not my type,2024-04-19
391,3962,391,4,Highly recommend!,2024-12-30
392,138,572,4,Not my type,2024-06-25
393,2549,900,2,Not my type,2024-09-22
394,2535,603,1,Amazing read!,2024-06-08
395,621,338,2,Amazing read!,2024-08-25
396,790,22,4,Amazing read!,2025-01-26
397,1902,331,5,Loved it!,2024-08-30
398,3156,368,1,Highly recommend!,2025-02-02
399,2366,705,2,Not my type,2024-06-11
400,3272,930,2,Boring,2024-08-16
401,3545,403,2,Highly recommend!,2024-05-18
402,3763,263,2,Amazing read!,2024-06-19
403,155,426,3,Highly recommend!,2024-05-11
404,4782,392,2,Highly recommend!,2024-10-29
405,332,881,1,Not my type,2024-07-16
406,1662,540,2,Amazing read!,2024-08-23
407,2638,804,2,Loved it!,2024-11-18
408,963,935,1,Not my type,2024-06-30
409,2683,869,3,Highly recommend!,2024-10-13
410,1902,681,4,Not my type,2024-08-21
411,9,162,5,Loved it!,2024-02-23
412,4940,798,3,Highly recommend!,2024-12-02
413,2042,826,1,Not my type,2024-11-21
414,727,221,5,Not my type,2024-09-27
415,4476,659,2,Boring,2024-04-12
416,1141,252,3,Not my type,2024-09-22
417,3821,204,1,Amazing read!,2024-03-21
418,1195,924,3,Boring,2024-11-11
419,2276,884,5,Loved it!,2024-05-24
420,1286,404,2,Loved it!,2024-12-09
421,4631,565,2,Boring,2024-03-03
422,1819,913,3,Not my type,2024-07-14
423,2352,723,5,Highly recommend!,2025-01-27
424,4604,572,1,Highly recommend!,2024-07-04
425,237,110,2,Amazing read!,2024-10-31
426,3168,533,4,Amazing read!,2024-08-11
427,700,825,5,Loved it!,2024-12-23
428,4485,452,1,Not my type,2025-01-12
429,4039,378,1,Amazing read!,2025-01-28
430,852,347,5,Not my type,2024-07-09
431,2595,356,5,Boring,2024-10-06
432,1099,224,4,Highly recommend!,2024-05-09
433,2524,528,1,Boring,2024-02-18
434,3250,917,2,Not my type,2024-12-29
435,3008,113,3,Boring,2024-07-04
436,4359,220,3,Loved it!,2024-11-24
437,543,918,1,Boring,2024-02-17
438,3250,898,4,Loved it!,2025-02-08
439,1430,500,5,Amazing read!,2024-02-15
440,4295,49,3,Amazing read!,2024-08-14
441,2698,490,1,Highly recommend!,2025-02-04
442,1295,69,3,Boring,2024-07-14
443,3682,704,5,Amazing read!,2024-03-31
444,211,436,1,Not my type,2024-03-16
445,1533,6,2,Highly recommend!,2024-11-09
446,406,872,2,Loved it!,2024-10-12
447,1854,410,5,Boring,2024-11-05
448,2552,810,2,Highly recommend!,2024-09-03
449,3665,608,3,Amazing read!,2025-02-02
450,1656,827,5,Amazing read!,2024-07-15
451,3606,188,1,Not my type,2024-06-09
452,491,869,4,Loved it!,2024-12-24
453,4548,930,3,Not my type,2024-09-17
454,2311,445,1,Loved it!,2024-09-02
455,2697,632,3,Amazing read!,2024-05-01
456,2791,445,2,Boring,2024-04-03
457,4623,231,3,Amazing read!,2024-06-03
458,3415,55,1,Boring,2024-08-20
459,2178,154,2,Loved it!,2024-03-10
460,3367,126,2,Boring,2024-11-06
461,2054,928,1,Boring,2024-11-30
462,1091,20,4,Not my type,2024-09-29
463,319,129,4,Boring,2024-05-19
464,3814,643,2,Loved it!,2024-09-28
465,186,147,4,Amazing read!,2024-09-12
466,2370,660,2,Boring,2024-11-02
467,1915,913,5,Highly recommend!,2024-04-02
468,3185,274,4,Not my type,2025-01-10
469,3302,526,1,Amazing read!,2024-11-05
470,881,924,2,Highly recommend!,2024-10-28
471,2281,647,2,Loved it!,2024-07-25
472,2644,559,1,Loved it!,2024-04-19
473,652,981,5,Highly recommend!,2024-03-11
474,4992,449,2,Highly recommend!,2024-03-17
475,1812,57,3,Loved it!,2024-09-13
476,289,74,5,Highly recommend!,2024-03-09
477,159,678,2,Boring,2024-12-28
478,552,769,2,Boring,2024-06-04
479,4308,910,2,Loved it!,2024-07-28
480,4959,20,1,Highly recommend!,2024-06-01
481,1891,877,4,Boring,2024-03-30
482,644,117,4,Loved it!,2024-10-24
483,1521,802,4,Loved it!,2025-01-21
484,2384,969,2,Boring,2024-06-28
485,221,89,5,Amazing read!,2024-02-28
486,1226,342,3,Amazing read!,2025-01-19
487,199,83,3,Loved it!,2024-07-15
488,4348,590,3,Loved it!,2024-12-01
489,3507,925,4,Loved it!,2024-05-24
490,1986,7,2,Boring,2024-04-21
491,3768,565,1,Loved it!,2024-11-26
492,2457,456,2,Loved it!,2024-11-13
493,1449,574,2,Loved it!,2024-06-21
494,1394,744,3,Amazing read!,2024-11-01
495,3337,861,5,Not my type,2024-04-22
496,2031,908,3,Loved it!,2024-05-10
497,3755,38,4,Boring,2024-09-01
498,3186,598,2,Highly recommend!,2024-11-08
499,4592,272,5,Amazing read!,2024-07-29
500,3971,360,4,Not my type,2024-09-19
501,2720,931,4,Highly recommend!,2024-03-18
502,4761,47,1,Not my type,2024-11-15
503,3646,582,3,Boring,2024-10-06
504,503,346,2,Highly recommend!,2025-01-13
505,1583,856,4,Amazing read!,2024-07-18
506,2065,985,1,Amazing read!,2024-06-15
507,1343,680,1,Loved it!,2024-05-08
508,4766,944,1,Highly recommend!,2024-05-13
509,3999,631,1,Boring,2024-06-09
510,1819,762,2,Amazing read!,2024-12-13
511,3750,592,2,Boring,2024-06-03
512,4887,552,1,Boring,2024-08-09
513,3340,588,2,Highly recommend!,2024-12-10
514,3170,762,1,Amazing read!,2024-07-08
515,4369,264,1,Highly recommend!,2024-07-27
516,3622,795,2,Amazing read!,2024-12-25
517,4556,739,1,Loved it!,2024-08-03
518,18,438,2,Loved it!,2024-09-21
519,4233,650,2,Loved it!,2025-01-24
520,4741,563,3,Boring,2024-09-02
521,4088,533,3,Not my type,2024-02-24
522,160,845,2,Highly recommend!,2024-02-14
523,2675,141,3,Highly recommend!,2024-05-12
524,4031,873,3,Boring,2024-09-08
525,2196,929,3,Loved it!,2024-05-19
526,1841,744,3,Highly recommend!,2025-01-13
527,3418,180,5,Amazing read!,2024-10-26
528,3623,441,1,Loved it!,2024-11-01
529,2351,830,4,Highly recommend!,2024-04-02
530,1640,793,5,Amazing read!,2024-06-23
531,3870,804,2,Boring,2024-09-09
532,1535,739,3,Loved it!,2024-03-29
533,981,376,4,Highly recommend!,2025-01-17
534,288,53,5,Amazing read!,2024-12-06
535,4577,956,1,Highly recommend!,2024-04-10
536,1680,476,5,Boring,2024-10-12
537,4491,549,4,Highly recommend!,2024-02-22
538,2628,510,5,Amazing read!,2024-12-09
539,2766,756,3,Not my type,2024-06-03
540,3162,279,5,Not my type,2024-05-21
541,2521,685,4,Highly recommend!,2025-01-26
542,492,883,5,Amazing read!,2024-02-22
543,4899,949,2,Boring,2024-12-07
544,2953,231,2,Amazing read!,2024-09-06
545,3126,285,5,Highly recommend!,2024-03-02
546,2837,251,3,Loved it!,2025-01-01
547,4594,774,2,Loved it!,2024-03-06
548,3181,944,5,Not my type,2024-06-06
549,984,867,5,Loved it!,2025-01-18
550,111,641,3,Amazing read!,2024-02-25
551,4435,116,3,Highly recommend!,2025-01-16
552,4740,387,4,Loved it!,2024-04-01
553,4557,645,2,Boring,2024-09-15
554,4180,894,2,Amazing read!,2024-12-29
555,4230,720,3,Not my type,2024-11-11
556,1349,523,4,Amazing read!,2024-08-16
557,1864,603,2,Amazing read!,2024-07-08
558,286,152,5,Loved it!,2024-12-04
559,88,625,3,Loved it!,2024-08-05
560,4394,912,3,Highly recommend!,2024-10-04
561,2995,608,4,Boring,2024-09-04
562,658,985,5,Not my type,2024-11-06
563,554,480,2,Boring,2024-10-13
564,3657,529,4,Amazing read!,2024-05-22
565,104,24,4,Loved it!,2024-07-04
566,4281,125,5,Not my type,2024-06-29
567,2068,4,1,Not my type,2024-07-21
568,2468,512,2,Amazing read!,2024-09-29
569,700,981,5,Amazing read!,2025-01-27
570,1080,972,4,Boring,2024-03-17
571,369,257,2,Not my type,2024-10-15
572,1058,609,3,Boring,2024-02-17
573,4733,333,2,Boring,2024-09-15
574,3370,908,5,Boring,2024-04-30
575,4234,920,4,Amazing read!,2024-05-07
576,83,649,3,Boring,2024-06-18
577,3946,304,2,Boring,2025-01-11
578,1139,355,1,Boring,2025-01-09
579,2897,254,4,Loved it!,2024-08-23
580,4550,821,1,Boring,2025-01-07
581,4630,80,2,Boring,2024-03-17
582,3724,456,2,Amazing read!,2024-02-10
583,3362,317,4,Boring,2024-08-15
584,75,720,3,Boring,2024-12-23
585,2425,794,4,Boring,2025-02-04
586,3822,902,5,Loved it!,2024-11-14
587,4891,832,2,Amazing read!,2024-09-07
588,4278,393,3,Loved it!,2024-04-14
589,1800,326,1,Not my type,2024-04-02
590,1595,911,5,Not my type,2025-01-23
591,457,141,3,Highly recommend!,2024-07-17
592,1371,914,2,Boring,2024-03-08
593,903,573,2,Highly recommend!,2024-06-21
594,2451,868,5,Loved it!,2024-09-26
595,427,577,3,Highly recommend!,2024-03-17
596,3934,512,5,Not my type,2024-04-20
597,2023,46,5,Not my type,2024-09-07
598,1264,124,5,Not my type,2024-11-12
599,2083,114,2,Not my type,2024-07-12
600,2253,193,4,Highly recommend!,2024-04-29
601,145,148,4,Not my type,2024-05-25
602,1042,193,5,Boring,2025-01-16
603,1256,52,5,Amazing read!,2024-05-03
604,4432,506,5,Amazing read!,2024-03-13
605,2369,282,2,Not my type,2024-11-29
606,1976,305,5,Not my type,2024-12-31
607,4108,188,3,Highly recommend!,2025-01-29
608,29,447,2,Amazing read!,2024-12-30
609,2172,142,1,Highly recommend!,2024-03-13
610,3951,992,3,Amazing read!,2024-09-20
611,725,809,3,Boring,2024-03-09
612,1717,159,2,Boring,2024-12-30
613,1995,841,2,Highly recommend!,2024-07-16
614,4059,384,3,Not my type,2024-07-12
615,1892,168,4,Not my type,2024-02-16
616,1597,516,5,Highly recommend!,2024-08-13
617,653,710,2,Boring,2024-07-05
618,3142,556,4,Highly recommend!,2024-06-02
619,2888,798,5,Not my type,2024-11-09
620,3359,267,1,Loved it!,2024-06-27
621,3435,1000,1,Boring,2024-03-17
622,3379,646,2,Not my type,2024-03-23
623,2554,727,1,Boring,2024-11-16
624,3241,576,3,Boring,2025-01-09
625,1010,669,1,Boring,2024-09-14
626,2430,504,3,Not my type,2024-12-20
627,4131,168,4,Not my type,2024-03-03
628,1761,60,4,Loved it!,2024-02-18
629,2516,431,4,Loved it!,2025-01-20
630,3043,910,5,Highly recommend!,2024-12-05
631,4021,660,3,Boring,2025-01-05
632,4509,429,4,Boring,2024-07-28
633,1571,369,4,Loved it!,2025-02-04
634,2090,659,3,Not my type,2024-04-13
635,3234,489,3,Loved it!,2024-02-23
636,1287,52,3,Boring,2024-09-27
637,285,394,5,Amazing read!,2024-12-20
638,907,302,1,Boring,2024-07-19
639,4538,883,1,Amazing read!,2024-02-29
640,889,630,5,Boring,2024-07-05
641,3654,437,3,Not my type,2024-05-09
